id	Q3
463561363798130688	0
463516825587032064	0
463512470494396416	0
463188205827670017	0
463149255138738176	0
463046167551807489	0
463028542616662017	0
463019508761112576	0
462994914205523968	0
462951711053586432	0
462823781325492224	0
462758674512244736	0
462666391443632128	0
462656440784920576	0
462623201861066752	0
462423664688775169	0
462369886937694208	0
462350333679632384	0
462313926261489672	0
462098726962470914	0
461991536910409731	0
461933910004215808	0
